miRNAs	HEK_Pellet_SDPR_1	HEK_Pellet_PRTF_1	HEK_Pellet_CAV_1	HEK_Pellet_PN4-11_1	HEK_Pellet_PRKCA4_1	HEK_Pellet_SDPR_2	HEK_Pellet_PRTF_2	HEK_Pellet_CAV_2	HEK_Pellet_PN4-11_2	HEK_Pellet_PRKCA4_2	HEK_Pellet_SDPR_3	HEK_Pellet_PRTF_3	HEK_Pellet_CAV_3	HEK_Pellet_PN4-11_3	HEK_Pellet_PRKCA4_3	HEK_Exosome_PTRF_1	HEK_Exosome_SDPR_1	HEK_Exosome_CAV_1	HEK_Exosome_PN4-11_1	HEK_Exosome_PRKCA4_1	HEK_Exosome_SDPR_2	HEK_Exosome_PRTF_2	HEK_Exosome_CAV_2	HEK_Exosome_PN4-11_2	HEK_Exosome_PRKCA4_2	HEK_Exosome_SDPR_3	HEK_Exosome_PRTF_3	HEK_Exosome_CAV_3	HEK_Exosome_PN4-11_3	HEK_Exosome_PRKCA4_3	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV2_23.3Q	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F	PC3_Exosome_GFP_4.3	PC3_Exosome_CAV1_4.3	PC3_Exosome_CAV2_4.3	PC3_Exosome_CAV3_4.3	PC3_Exosome_GFP_23.3	PC3_Exosome_CAV1_23.3	PC3_Exosome_CAV2_23.3	PC3_Exosome_CAV3_23.3	PC3_Exosome_GFP_6.3	PC3_Exosome_CAV1_6.3	PC3_Exosome_CAV2_6.3	PC3_Exosome_CAV3_6.3
hsa-miR-6869-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-2-3p	7	3	16	11	0	0	5	9	9	7	5	4	6	6	2	8	5	1	6	2	0	5	0	0	5	0	0	4	0	2	3	2	3	3	8	5	6	3	6	0	2	3	3	0	1	3	5	1	1	1	0	0	11	0
hsa-miR-4797-3p	3	2	2	0	0	0	3	2	0	1	2	1	3	3	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	3	4	3	1	2	1	3	1	1	6	2	1	1	3	1	4	2	1	0	2	0
hsa-miR-643-5p	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-5692c-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	31	13	19	17	0	0	13	28	17	20	11	9	25	18	13	1	1	0	7	0	0	0	0	1	1	0	0	1	0	2	0	2	1	0	5	1	1	3	1	2	0	3	7	0	2	0	1	2	0	0	0	0	3	0
hsa-miR-514a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548q-5p	1	3	3	5	0	0	2	2	1	4	0	0	2	2	0	0	1	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-941-3-3p	260	435	419	374	3	3	864	357	1079	347	794	196	844	504	274	74	36	78	97	71	40	18	2	30	20	3	0	79	19	122	34	77	58	74	34	66	51	59	53	34	37	57	58	101	103	54	94	56	91	123	12	4	63	19
hsa-miR-3139-5p	4	5	7	17	0	0	4	3	9	3	8	4	5	7	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
hsa-miR-3183-5p	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3915-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1538-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-671-3p	31	96	80	44	0	0	125	87	103	61	136	22	76	50	27	15	11	1	3	9	1	0	3	2	2	1	0	20	6	14	43	82	43	93	35	77	64	71	73	27	74	40	16	17	31	36	35	25	16	30	2	1	36	2
hsa-miR-1284-5p	1	5	10	7	0	0	7	2	5	7	6	1	6	2	3	2	1	0	2	0	0	1	0	0	1	0	0	5	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-5701-1-5p	22	5	18	21	0	0	14	9	4	28	6	11	6	9	13	0	1	0	2	5	0	1	0	0	0	0	0	2	4	0	12	75	11	19	225	38	42	399	373	54	115	61	1	2	0	0	0	0	0	3	0	1	0	0
hsa-miR-6883-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199-2-5p	1	2	5	5	0	0	1	1	1	4	1	0	0	0	2	1	2	1	2	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	3	0
hsa-miR-578-3p	8	20	4	3	0	0	6	2	10	4	8	2	8	7	8	3	0	4	0	2	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-1-5p	1258	1314	1003	918	1	3	724	1234	729	2100	416	362	595	982	768	75	52	68	62	150	52	15	12	9	14	21	0	74	80	93	462	461	62	236	298	72	97	656	1126	375	423	514	335	256	76	147	228	142	54	178	29	11	68	65
hsa-miR-6849-3p	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-1302-9-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-509-2-3p	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
hsa-miR-577-5p	87	42	170	86	1	0	71	101	83	74	73	30	69	67	15	51	47	7	81	20	27	24	0	30	35	0	0	70	7	56	1	7	0	0	3	2	4	3	2	1	0	3	6	6	2	3	2	2	1	3	0	1	4	4
hsa-miR-5697-5p	0	1	2	2	0	0	1	1	1	3	0	1	0	1	0	3	2	1	2	5	9	0	1	0	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-577-3p	1	0	1	0	0	0	1	2	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	2	0	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0
hsa-miR-3185-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-576-3p	116	166	220	136	1	2	121	105	111	116	100	97	150	124	97	214	196	71	150	140	33	51	15	17	55	3	0	81	21	88	22	45	5	23	24	16	11	13	21	11	12	13	61	38	35	29	42	34	22	36	13	1	58	10
hsa-miR-3658-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	0	0	3	2	0	0	1	0	1	0	5	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-661-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-3p	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-92b-3p	593	940	1068	768	8	9	1190	767	887	771	1076	280	647	611	398	377	269	173	166	319	72	48	19	47	48	13	2	374	75	198	245	413	262	622	306	368	490	322	510	133	467	285	320	224	359	324	217	232	250	271	45	2	717	109
hsa-miR-4417-5p	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-3p	28	20	25	10	0	0	35	15	21	34	26	28	17	37	15	1	2	1	0	0	2	0	0	0	0	0	0	1	1	1	3	4	8	4	16	7	8	10	15	7	7	8	12	10	9	8	18	6	21	12	1	0	5	3
hsa-miR-6750-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3939-5p	2	0	2	3	0	0	1	2	1	4	4	1	4	3	1	1	3	3	6	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-340-3p	327	667	671	554	0	0	403	416	401	353	209	69	365	276	107	26	28	25	29	37	8	13	3	8	14	2	2	32	10	43	19	36	6	26	26	15	19	29	56	36	18	31	23	28	19	30	42	14	13	40	2	1	13	7
hsa-miR-20b-5p	114	61	401	143	0	0	99	88	58	90	80	38	120	131	78	79	119	5	71	27	16	49	6	24	51	0	1	73	4	35	14	14	2	2	78	9	16	5	21	6	5	9	16	0	1	1	19	4	2	7	6	2	12	3
hsa-miR-5701-2-5p	22	5	18	21	0	0	14	9	4	28	6	11	6	9	13	0	1	0	2	5	0	1	0	0	0	0	0	2	4	0	12	75	11	19	225	38	42	399	373	54	115	61	1	2	0	0	0	0	0	3	0	1	0	0
hsa-miR-449b-5p	1	1	1	4	0	0	0	0	1	0	0	0	2	0	3	3	2	0	4	1	2	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4639-5p	0	1	4	1	0	0	1	0	2	2	1	2	2	2	0	3	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-570-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-520h-3p	0	1	0	0	0	0	0	1	0	1	0	2	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-5p	29	18	47	30	0	0	39	24	41	20	51	14	67	44	16	4	5	3	1	1	0	1	2	4	2	0	0	4	1	11	8	8	0	5	5	4	8	2	2	4	3	5	0	2	3	1	2	2	2	2	0	0	8	1
hsa-miR-892c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-612-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-1-3p	0	3	2	0	6	1	1	2	5	2	1	2	3	0	1	0	7	1	6	1	0	0	1	0	1	0	1	5	1	2	102	452	187	515	116	288	236	237	218	114	290	165	542	532	1266	849	425	335	454	739	51	0	1974	105
hsa-miR-3160-1-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-1-3p	16	29	43	26	1	0	30	21	8	24	12	10	14	10	18	54	47	11	47	19	5	15	4	9	18	1	0	56	5	64	2	9	4	0	17	13	5	3	2	7	5	5	14	17	12	12	16	5	7	8	11	0	72	3
hsa-miR-6727-3p	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23c-3p	1	0	3	2	0	0	0	0	0	2	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	2	0	0	1	4	9	2	1	1	5	2	3	3	1	0	8	2
hsa-miR-3158-1-3p	22	42	125	131	0	0	85	32	94	45	88	27	100	48	48	15	18	2	17	0	7	9	2	5	4	0	0	16	3	11	4	10	2	6	8	3	7	5	1	3	6	11	5	12	9	7	4	4	5	5	0	0	6	2
hsa-miR-4419a-5p	1	3	7	8	0	0	4	7	6	8	2	2	4	4	5	65	56	26	33	36	15	25	3	22	25	0	0	76	18	90	4	11	2	8	7	8	17	14	19	1	7	10	5	8	26	3	17	5	8	6	3	1	34	18
hsa-miR-18a-5p	842	399	2631	2046	4	7	925	1073	792	979	507	826	1044	1137	954	159	119	51	256	55	22	75	6	82	148	1	4	165	23	173	60	67	15	38	158	28	88	22	72	21	32	42	24	15	16	14	54	30	27	43	3	8	42	10
hsa-miR-542-5p	2	1	1	4	0	0	3	0	2	4	1	4	1	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6718-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6867-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7e-3p	24	22	44	27	0	0	28	20	18	26	19	14	18	26	11	5	4	7	3	3	0	1	0	0	0	0	0	8	7	2	25	43	13	36	48	31	31	45	56	21	34	48	11	6	18	20	17	13	9	12	3	1	25	6
hsa-miR-3187-3p	5	6	14	9	0	0	5	7	15	12	17	5	18	6	6	12	9	3	5	9	2	4	3	1	2	1	0	9	1	8	0	5	1	3	2	0	0	1	3	0	0	2	0	0	6	4	0	3	2	2	0	1	7	0
hsa-miR-6782-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-3p	0	0	2	3	0	0	3	6	1	4	2	1	2	1	1	1	1	0	4	1	0	0	1	0	0	0	0	2	0	1	1	0	0	0	3	2	0	0	3	1	0	1	0	0	0	0	2	0	0	0	0	0	4	0
hsa-miR-203a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-449a-3p	8	24	10	14	0	0	18	12	17	5	9	1	5	9	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6748-3p	1	1	1	1	0	0	1	1	2	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
hsa-miR-7641-2-3p	291	130	1449	668	4	18	257	150	224	246	391	422	201	119	183	347	569	183	585	268	261	1077	74	885	583	50	3	626	130	534	670	258	561	581	632	201	6531	176	396	123	285	120	207	362	228	260	183	302	253	196	5760	5	644	13161
hsa-miR-6847-3p	0	0	0	0	0	0	2	3	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-5p	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4508-5p	0	1	2	0	0	0	3	0	3	0	0	1	8	0	0	4	6	1	6	3	2	3	0	6	11	1	0	16	2	14	0	0	1	2	0	0	2	0	0	0	0	0	1	3	4	2	4	0	0	2	0	0	4	2
hsa-miR-6886-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-16-1-3p	96	79	109	58	0	1	111	81	100	106	75	44	108	141	79	3	3	1	5	0	0	0	0	1	1	1	0	3	1	8	1	3	2	2	1	3	3	3	8	2	4	3	1	1	0	2	0	4	0	0	0	1	1	0
hsa-miR-3921-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200a-3p	44	42	39	33	35	65	31	21	24	38	9	33	27	6	12	12	61	8	1175	3	3	10	19	4	15	16	5	290	245	10	9382	14900	4774	8453	16456	11310	14209	12519	24730	10643	15764	13115	23228	8297	5032	4409	7541	5571	4945	7178	5319	52	11068	8882
hsa-miR-663a-3p	3	3	1	3	0	0	6	4	3	2	4	0	6	3	2	1	2	0	3	0	0	0	0	0	0	0	0	3	0	2	1	4	1	9	6	5	2	6	14	3	2	3	1	0	2	1	1	2	0	0	0	0	1	0
hsa-miR-548n-5p	9	13	19	16	0	0	17	16	13	15	6	14	10	25	9	31	28	7	18	10	8	8	0	5	15	2	1	19	9	9	0	3	0	1	1	2	0	0	1	1	1	0	2	6	1	0	0	0	2	0	0	0	1	0
hsa-miR-663a-5p	1	0	2	2	0	0	2	2	3	4	1	1	0	3	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	2	2	2	7	2	2	5	13	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-5p	2	4	1	2	0	0	2	3	2	3	3	1	1	5	3	2	2	0	3	5	2	0	0	0	2	1	0	1	1	1	0	2	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
hsa-miR-6784-3p	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4786-3p	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	2	6	13	10	0	0	12	11	9	10	10	3	10	5	5	6	3	6	4	19	0	0	1	1	1	0	0	12	1	12	2	6	2	7	2	3	2	7	7	3	3	1	3	2	3	3	1	1	0	3	1	0	20	0
hsa-miR-3138-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5087-5p	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8086-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216a-5p	3	7	17	9	0	0	4	6	4	9	2	0	4	4	4	2	1	2	3	0	0	0	0	1	1	0	0	1	0	1	2	0	0	0	3	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
hsa-miR-1245b-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-1-5p	412	298	1708	911	0	4	1272	451	482	379	519	214	675	369	445	1331	796	219	662	407	98	168	26	80	197	18	0	636	72	625	15	168	24	85	158	38	103	30	53	50	35	37	243	201	180	204	188	156	68	206	27	2	479	56
hsa-miR-1273f-3p	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326-5p	1	4	2	2	0	0	0	1	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6804-3p	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-5p	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4424-5p	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8075-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6851-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6763-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-769-5p	1968	3725	3629	3341	129	16	3523	2495	4080	3423	2267	2367	3209	3824	3057	404	306	338	455	297	156	116	60	93	137	18	18	300	175	403	231	330	198	286	266	233	316	335	397	223	383	257	182	185	133	115	131	183	156	218	29	32	140	47
hsa-miR-514a-1-3p	1	2	1	1	0	0	1	1	2	1	0	1	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	2	0	0	0	0
hsa-miR-1244-3-3p	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0
hsa-miR-6830-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-512-1-3p	0	0	0	0	0	0	1	0	1	0	2	0	1	0	1	6	3	1	2	2	0	1	0	1	2	0	0	3	0	3	1	0	0	0	1	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0
hsa-miR-7845-5p	0	1	2	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5584-5p	0	1	1	1	0	0	1	1	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4498-5p	2	0	1	2	0	0	0	0	0	3	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
