Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,7,13,0.00107438,0.708663476,0.996863647,2,2,2.06E-04,48887,Homo sapiens,MAPK11;PRKAA2;PRKAG1;PRKAG2;SRL;MAPK14;PPARGC1A;MAPK12,,R-HSA-1592233;R-HSA-1592244
R-HSA-451308,Activation of Ca-permeable Kainate Receptor,7,13,0.00107438,0.708663476,0.996863647,2,2,2.06E-04,48887,Homo sapiens,DLG1;DLG3;GRIK3;CALM3;GRIK2;CALM1;NCALD,,R-HSA-451283;R-HSA-451311
R-HSA-75205,Dissolution of Fibrin Clot,7,13,0.00107438,0.708663476,0.996863647,15,19,0.001960177,48887,Homo sapiens,ANXA2;SERPINE2;SERPINE1;SERPINF2;PLAUR;PLAT;SERPINB8,,R-HSA-158784;R-HSA-158982;R-HSA-158756;R-HSA-158795;R-HSA-158959;R-HSA-158893;R-HSA-158925;R-HSA-158800;R-HSA-158747;R-HSA-158744;R-HSA-159001;R-HSA-158750;R-HSA-158942;R-HSA-159005;R-HSA-158781
R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,11,20,0.001652893,0.711664415,0.996863647,17,17,0.001753843,48887,Homo sapiens,APAF1;CASP6;CASP1;CASP2;ATM;PIDD;TP53;TP73,,R-HSA-6801415;R-HSA-6798082;R-HSA-6798081;R-HSA-6798126;R-HSA-6800396;R-HSA-6801355;R-HSA-6800490;R-HSA-6800279;R-HSA-6791349;R-HSA-6791348;R-HSA-6798129;R-HSA-6800798;R-HSA-6800797;R-HSA-6798139;R-HSA-6800794;R-HSA-6798138;R-HSA-6800793
R-HSA-418457,cGMP effects,11,20,0.001652893,0.711664415,0.996863647,4,4,4.13E-04,48887,Homo sapiens,PDE11A;TPK1;PDE1B;PDE2A;PDE3B;KCNMA1;KCNMB2;ITPR1;KCNMB4,,R-HSA-418549;R-HSA-418451;R-HSA-418442;R-HSA-418456
R-HSA-141424,Amplification of signal from the kinetochores,1,2,1.65E-04,0.716094069,0.996863647,4,4,4.13E-04,48887,Homo sapiens,MAD1L1,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,1,2,1.65E-04,0.716094069,0.996863647,4,4,4.13E-04,48887,Homo sapiens,MAD1L1,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-4043916,Defective MPI causes MPI-CDG (CDG-1b),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,MPI,,R-HSA-3781832
R-HSA-5688354,Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SFTPB,,R-HSA-5688377
R-HSA-5619046,Defective SLC26A4 causes Pendred syndrome (PDS),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC26A4,,R-HSA-5627870
R-HSA-5579031,Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,MC2R,,R-HSA-5603251
R-HSA-5602415,UNC93B1 deficiency - HSE,1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,UNC93B1,,R-HSA-5607838
R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,TGFBR2,,R-HSA-3642203
R-HSA-4570571,Defective RFT1 causes RFT1-CDG (CDG-1n),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,RFT1,,R-HSA-4570573
R-HSA-5655799,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC40A1,,R-HSA-5655760
R-HSA-5619049,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC40A1,,R-HSA-5655733
R-HSA-4043911,Defective PMM2 causes PMM2-CDG (CDG-1a),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,PMM2,,R-HSA-3781926
R-HSA-5619043,Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC2A1,,R-HSA-5632804
R-HSA-3359454,Defective TCN2 causes hereditary megaloblastic anemia,1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,TCN2,,R-HSA-3299657
R-HSA-5687868,Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF),1,2,1.65E-04,0.716094069,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SFTPA2,,R-HSA-5687875
R-HSA-114294,"Activation, translocation and oligomerization of BAX",1,2,1.65E-04,0.716094069,0.996863647,2,4,4.13E-04,48887,Homo sapiens,BID,,R-HSA-168849;R-HSA-139917
R-HSA-111457,Release of apoptotic factors from the mitochondria,1,2,1.65E-04,0.716094069,0.996863647,1,2,2.06E-04,48887,Homo sapiens,CYCS,,R-HSA-114284
R-HSA-75064,mRNA Editing: A to I Conversion,2,4,3.31E-04,0.716430721,0.996863647,6,6,6.19E-04,48887,Homo sapiens,ADAR;ADARB1,,R-HSA-75090;R-HSA-111237;R-HSA-111238;R-HSA-77613;R-HSA-77615;R-HSA-77614
R-HSA-75108,"Activation, myristolyation of BID and translocation to mitochondria",2,4,3.31E-04,0.716430721,0.996863647,4,4,4.13E-04,48887,Homo sapiens,NMT1;BID,,R-HSA-139920;R-HSA-141367;R-HSA-139893;R-HSA-139898
R-HSA-5627083,RHO GTPases regulate CFTR trafficking,2,4,3.31E-04,0.716430721,0.996863647,3,3,3.10E-04,48887,Homo sapiens,CDC42;RHOQ;CFTR,,R-HSA-5627072;R-HSA-5627071;R-HSA-5627275
R-HSA-75102,C6 deamination of adenosine,2,4,3.31E-04,0.716430721,0.996863647,2,2,2.06E-04,48887,Homo sapiens,ADAR;ADARB1,,R-HSA-77615;R-HSA-77614
R-HSA-4551638,SUMOylation of chromatin organization proteins,2,4,3.31E-04,0.716430721,0.996863647,1,1,1.03E-04,48887,Homo sapiens,L3MBTL2;UBE2I,,R-HSA-6804485
R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,2,4,3.31E-04,0.716430721,0.996863647,1,1,1.03E-04,48887,Homo sapiens,TGFBR1;TGFBR2,,R-HSA-3656382
R-HSA-1296067,Potassium transport channels,2,4,3.31E-04,0.716430721,0.996863647,1,1,1.03E-04,48887,Homo sapiens,KCNJ10;KCNJ1,,R-HSA-1296045
R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,2,4,3.31E-04,0.716430721,0.996863647,1,2,2.06E-04,48887,Homo sapiens,PXN;PARVA,,R-HSA-446322
R-HSA-2428933,SHC-related events triggered by IGF1R,8,15,0.001239669,0.725494199,0.996863647,5,5,5.16E-04,48887,Homo sapiens,NRAS;SHC1;IGF2;GRB2;IGF1;IGF1R,,R-HSA-2404193;R-HSA-2404195;R-HSA-5686318;R-HSA-5686072;R-HSA-5686073
R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,12,22,0.001818182,0.727250054,0.996863647,14,15,0.001547509,48887,Homo sapiens,ARF3;AP2A1;HLA-A;AP2A2;CD8B;AP1G1;PACS1;CD28;ATP6V1H;AP1S3;AP1M2;ARF5;AP1M1,,R-HSA-182243;R-HSA-182279;R-HSA-182186;R-HSA-182286;R-HSA-167630;R-HSA-200879;R-HSA-167597;R-HSA-167633;R-HSA-167537;R-HSA-167601;R-HSA-182198;R-HSA-182263;R-HSA-167637;R-HSA-182171
R-HSA-140834,Extrinsic Pathway of Fibrin Clot Formation,3,6,4.96E-04,0.72744417,0.996863647,8,8,8.25E-04,48887,Homo sapiens,F7;TF;TFPI,,R-HSA-140736;R-HSA-140769;R-HSA-140823;R-HSA-140777;R-HSA-140825;R-HSA-140761;R-HSA-140783;R-HSA-140748
R-HSA-5626978,TNFR1-mediated ceramide production,3,6,4.96E-04,0.72744417,0.996863647,3,3,3.10E-04,48887,Homo sapiens,SMPD3;TNF;TNFRSF1A,,R-HSA-5626981;R-HSA-5626982;R-HSA-5626988
R-HSA-1296061,HCN channels,3,6,4.96E-04,0.72744417,0.996863647,2,2,2.06E-04,48887,Homo sapiens,HCN4;HCN3;HCN1,,R-HSA-1297444;R-HSA-1296043
R-HSA-5357572,Lysosomal glycogen catabolism,3,6,4.96E-04,0.72744417,0.996863647,2,2,2.06E-04,48887,Homo sapiens,GAA;GYG2;GLG1,,R-HSA-5357585;R-HSA-5357589
R-HSA-427589,Type II Na+/Pi cotransporters,3,6,4.96E-04,0.72744417,0.996863647,2,2,2.06E-04,48887,Homo sapiens,SLC34A3;SLC34A2;SLC34A1,,R-HSA-427645;R-HSA-427656
R-HSA-5339717,Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,3,6,4.96E-04,0.72744417,0.996863647,1,1,1.03E-04,48887,Homo sapiens,KREMEN1;DKK1;DKK2,,R-HSA-5339711
R-HSA-68616,Assembly of the ORC complex at the origin of replication,3,6,4.96E-04,0.72744417,0.996863647,4,5,5.16E-04,48887,Homo sapiens,ORC5;ORC4;ORC6,,R-HSA-68611;R-HSA-68610;R-HSA-68615;R-HSA-68603
R-HSA-6804758,Regulation of TP53 Activity through Acetylation,16,29,0.002396694,0.73329471,0.996863647,6,6,6.19E-04,48887,Homo sapiens,MBD3;BRD1;MEAF6;BRPF3;CHD4;GATAD2B;PML;GATAD2A;ING5;RBBP4;ZC3H7B;AKT2;KAT6A;MTA2;TP53,,R-HSA-6805638;R-HSA-5628871;R-HSA-6805620;R-HSA-6805650;R-HSA-3222093;R-HSA-6805640
R-HSA-2660825,Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,4,8,6.61E-04,0.740088929,0.996863647,5,5,5.16E-04,48887,Homo sapiens,ADAM17;NOTCH1;ADAM10;DLL1,,R-HSA-2660815;R-HSA-2660816;R-HSA-2660819;R-HSA-2666278;R-HSA-2660822
R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,4,8,6.61E-04,0.740088929,0.996863647,5,5,5.16E-04,48887,Homo sapiens,ADAM17;NOTCH1;ADAM10;DLL1,,R-HSA-2660815;R-HSA-2660816;R-HSA-2660819;R-HSA-2666278;R-HSA-2660822
R-HSA-182218,Nef Mediated CD8 Down-regulation,4,8,6.61E-04,0.740088929,0.996863647,3,3,3.10E-04,48887,Homo sapiens,CD8B;ATP6V1H;AP2A1;AP2A2,,R-HSA-182198;R-HSA-182186;R-HSA-182171
R-HSA-427652,Sodium-coupled phosphate cotransporters,4,8,6.61E-04,0.740088929,0.996863647,3,3,3.10E-04,48887,Homo sapiens,SLC34A3;SLC34A2;SLC20A1;SLC34A1,,R-HSA-427605;R-HSA-427645;R-HSA-427656
R-HSA-444257,RSK activation,4,8,6.61E-04,0.740088929,0.996863647,2,2,2.06E-04,48887,Homo sapiens,RPS6KA3;RPS6KA6;PDPK1;MAPK1;PDK1,,R-HSA-442739;R-HSA-444253
R-HSA-5340588,RNF mutants show enhanced WNT signaling and proliferation,4,8,6.61E-04,0.740088929,0.996863647,1,1,1.03E-04,48887,Homo sapiens,FZD5;FZD4;WNT3A;FZD6,,R-HSA-5340587
R-HSA-5603029,IkBA variant leads to EDA-ID,4,8,6.61E-04,0.740088929,0.996863647,1,1,1.03E-04,48887,Homo sapiens,IKBKB;REL;IKBKG,,R-HSA-5228811
R-HSA-5688890,Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4),4,8,6.61E-04,0.740088929,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SFTPB;SFTPA2;SFTPA1;CSF2RA,,R-HSA-5688899
R-HSA-5688849,Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5),4,8,6.61E-04,0.740088929,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SFTPB;SFTPA2;SFTPA1;CSF2RA,,R-HSA-5688884
R-HSA-446388,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,4,8,6.61E-04,0.740088929,0.996863647,3,5,5.16E-04,48887,Homo sapiens,PXN;PARVA;RSU1;LIMS1,,R-HSA-430311;R-HSA-446372;R-HSA-446322
R-HSA-3304351,Signaling by TGF-beta Receptor Complex in Cancer,5,10,8.26E-04,0.752612613,0.996863647,15,15,0.001547509,48887,Homo sapiens,SMAD2;SMAD4;SMAD3;TGFBR1;TGFBR2,,R-HSA-3713560;R-HSA-3645780;R-HSA-3645778;R-HSA-3315483;R-HSA-3656382;R-HSA-3642203;R-HSA-3645786;R-HSA-3702184;R-HSA-3702153;R-HSA-3702186;R-HSA-3656517;R-HSA-3656484;R-HSA-3311014;R-HSA-3304394;R-HSA-3656523
R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA,5,10,8.26E-04,0.752612613,0.996863647,7,7,7.22E-04,48887,Homo sapiens,SET;TNFSF13;PRKCA;EMB;ELAVL1,,R-HSA-450550;R-HSA-450533;R-HSA-450387;R-HSA-450595;R-HSA-450494;R-HSA-517674;R-HSA-517705
R-HSA-3371378,Regulation by c-FLIP,5,10,8.26E-04,0.752612613,0.996863647,4,4,4.13E-04,48887,Homo sapiens,TNFSF10;TNFRSF10B;RIPK1;TNFRSF10A;CFLAR;TNFRSF10D,,R-HSA-3371360;R-HSA-3465459;R-HSA-3371359;R-HSA-3465448
R-HSA-426117,Cation-coupled Chloride cotransporters,5,10,8.26E-04,0.752612613,0.996863647,3,3,3.10E-04,48887,Homo sapiens,SLC12A2;SLC12A3;SLC12A5;SLC12A6;SLC12A7,,R-HSA-426086;R-HSA-426130;R-HSA-426155
R-HSA-69416,Dimerization of procaspase-8,5,10,8.26E-04,0.752612613,0.996863647,3,3,3.10E-04,48887,Homo sapiens,TNFSF10;TNFRSF10B;RIPK1;TNFRSF10A;CFLAR;TNFRSF10D,,R-HSA-141159;R-HSA-141156;R-HSA-73945
R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,5,10,8.26E-04,0.752612613,0.996863647,2,2,2.06E-04,48887,Homo sapiens,NOTCH2;NOTCH3;NOTCH1;POFUT1;NOTCH4,,R-HSA-1912349;R-HSA-1912353
R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,5,10,8.26E-04,0.752612613,0.996863647,2,2,2.06E-04,48887,Homo sapiens,ORC5;ORC4;ORC6;MCM8;CDK1;MCM4,,R-HSA-113505;R-HSA-113638
R-HSA-416700,Other semaphorin interactions,10,19,0.001570248,0.754352069,0.996863647,7,9,9.29E-04,48887,Homo sapiens,SEMA5A;SEMA4D;SEMA6D;PLXNB3;PLXNA2;PLXNA1;SEMA3E;TREM2;PLXNC1;PLXNA4,,R-HSA-373748;R-HSA-416725;R-HSA-416723;R-HSA-373746;R-HSA-434989;R-HSA-416698;R-HSA-416683
R-HSA-418886,Netrin mediated repulsion signals,6,12,9.92E-04,0.764558105,0.996863647,4,4,4.13E-04,48887,Homo sapiens,UNC5A;UNC5B;UNC5C;UNC5D;NTN1;PTK2,,R-HSA-373751;R-HSA-373713;R-HSA-418863;R-HSA-418859
R-HSA-450341,Activation of the AP-1 family of transcription factors,6,12,9.92E-04,0.764558105,0.996863647,4,5,5.16E-04,48887,Homo sapiens,MAPK11;MAPK9;ATF2;MAPK1;MAPK14;MAPK3,,R-HSA-450325;R-HSA-168053;R-HSA-168440;R-HSA-168136
R-HSA-1181150,Signaling by NODAL,11,21,0.001735537,0.766923511,0.996863647,12,12,0.001238007,48887,Homo sapiens,SMAD2;LEFTY1;SMAD4;SMAD3;ACVR1C;PCSK6;FOXO3;ACVR1B;LEFTY2;ACVR2B;DAND5,,R-HSA-1181155;R-HSA-173488;R-HSA-1181152;R-HSA-1225894;R-HSA-1181351;R-HSA-1181156;R-HSA-1535903;R-HSA-1181354;R-HSA-1181355;R-HSA-1181352;R-HSA-1225919;R-HSA-170847
R-HSA-3214841,PKMTs methylate histone lysines,23,42,0.003471074,0.774700968,0.996863647,19,21,0.002166512,48887,Homo sapiens,SUV39H2;MLL3;SETD8;SETD1B;EHMT2;SUV39H1;SETD1A;SETDB2;SETD7;DOT1L;PRKAG1;EHMT1;MLL5;MLL;RBBP4;RBBP5;NSD1;PRDM16;SMYD2;WDR5;WHSC1;EZH2,,R-HSA-5637686;R-HSA-5159245;R-HSA-5244692;R-HSA-5634802;R-HSA-5638332;R-HSA-5638333;R-HSA-5634750;R-HSA-5423038;R-HSA-5651654;R-HSA-5649799;R-HSA-5649764;R-HSA-5638157;R-HSA-5649802;R-HSA-5634729;R-HSA-5649800;R-HSA-4827383;R-HSA-5649801;R-HSA-4827382;R-HSA-5651657
R-HSA-451306,Ionotropic activity of Kainate Receptors,7,14,0.001157025,0.775814209,0.996863647,4,4,4.13E-04,48887,Homo sapiens,DLG1;DLG3;GRIK3;CALM3;GRIK2;CALM1;NCALD,,R-HSA-451283;R-HSA-451310;R-HSA-451311;R-HSA-451309
R-HSA-190377,FGFR2b ligand binding and activation,7,14,0.001157025,0.775814209,0.996863647,3,3,3.10E-04,48887,Homo sapiens,FGF7;FGFBP2;FGFBP3;FGF1;FGF2;FGFR2,,R-HSA-5656070;R-HSA-190260;R-HSA-190408
R-HSA-5357956,TNFR1-induced NFkappaB signaling pathway,16,30,0.002479339,0.777964989,0.996863647,5,5,5.16E-04,48887,Homo sapiens,OTUD7B;TNFAIP3;XIAP;TRAF1;TNF;TNFRSF1A;IKBKB;CYLD;TAB3;RIPK1;TAB2;IKBKG;RBCK1;TAB1;UBA52;MAP3K7,,R-HSA-5357776;R-HSA-5357904;R-HSA-5357860;R-HSA-5357780;R-HSA-5357757
R-HSA-4419969,Depolymerisation of the Nuclear Lamina,12,23,0.001900826,0.778504188,0.996863647,6,6,6.19E-04,48887,Homo sapiens,TMEM188;PRKCB;LMNA;CDK1;PRKCA;LPIN1;LEMD3;LPIN2;LEMD2;LPIN3;TMPO,,R-HSA-5229194;R-HSA-5195402;R-HSA-5221130;R-HSA-5223304;R-HSA-5244669;R-HSA-4419948
R-HSA-73980,RNA Polymerase III Transcription Termination,12,23,0.001900826,0.778504188,0.996863647,2,2,2.06E-04,48887,Homo sapiens,NFIX;CRCP;POLR3A;NFIA;NFIC;POLR3E;POLR3F;POLR2E;POLR1E;POLR3G;POLR3H;POLR2H,,R-HSA-113449;R-HSA-113454
R-HSA-194840,Rho GTPase cycle,74,128,0.010578512,0.784031407,0.996863647,5,5,5.16E-04,48887,Homo sapiens,ARHGAP8;TRIO;RASGRF2;ITSN1;FAM13A;ARHGAP1;ARHGAP39;ARHGAP5;ARHGAP35;SYDE2;ARHGAP44;AKAP13;PREX1;OPHN1;MCF2L;RAC2;RAC3;ARHGEF11;RALBP1;ARHGEF12;PLEKHG2;ARAP2;ARHGEF18;HMHA1;OCRL;RHOF;RHOC;RHOD;RHOA;RHOB;VAV2;BCR;TIAM1;DEPDC7;ARHGEF9;OBSCN;RHOJ;ARHGEF3;ARHGEF4;ARHGEF7;SOS2;RHOQ;PIK3R2;KALRN;RHOBTB1;FGD2;RHOBTB2;ARHGAP12;INPP5B;CDC42;FGD4;ARHGAP20;SRGAP3;SRGAP1;ARHGAP29;ARHGAP28;MYO9B;ARHGAP26;MYO9A;ARHGAP24;ARHGAP23;ARHGAP32;LRG1;DLC1,,R-HSA-194913;R-HSA-194854;R-HSA-194922;R-HSA-195146;R-HSA-194894
R-HSA-209543,p75NTR recruits signalling complexes,8,16,0.001322314,0.78638008,0.996863647,9,9,9.29E-04,48887,Homo sapiens,IKBKB;NGFR;PRKCI;IRAK1;TRAF6;UBA52;MYD88,,R-HSA-193665;R-HSA-193686;R-HSA-193684;R-HSA-193656;R-HSA-193641;R-HSA-193694;R-HSA-209566;R-HSA-193695;R-HSA-193647
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,8,16,0.001322314,0.78638008,0.996863647,8,8,8.25E-04,48887,Homo sapiens,USP8;ERBB3;AKT2;NRG1;NRG2;UBA52;RNF41,,R-HSA-1358789;R-HSA-1358790;R-HSA-1358791;R-HSA-1358801;R-HSA-1358797;R-HSA-1358798;R-HSA-1358792;R-HSA-1358795
R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,8,16,0.001322314,0.78638008,0.996863647,6,6,6.19E-04,48887,Homo sapiens,NEURL1B;ADAM17;NOTCH1;MIB2;ADAM10;UBA52;DLL1;MIB1,,R-HSA-2691211;R-HSA-2691226;R-HSA-2691214;R-HSA-2737728;R-HSA-2730752;R-HSA-2691219
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,8,16,0.001322314,0.78638008,0.996863647,6,6,6.19E-04,48887,Homo sapiens,NEURL1B;ADAM17;NOTCH1;MIB2;ADAM10;UBA52;DLL1;MIB1,,R-HSA-2691211;R-HSA-2691226;R-HSA-2691214;R-HSA-2737728;R-HSA-2730752;R-HSA-2691219
R-HSA-201451,Signaling by BMP,13,25,0.002066116,0.78922702,0.996863647,15,15,0.001547509,48887,Homo sapiens,SMAD4;BMPR2;SMURF1;SMAD9;SMAD5;ACVR2B;FSTL1;SMAD7;SKI;ZFYVE16;BMPR1B;DAND5;BMPR1A,,R-HSA-201443;R-HSA-201475;R-HSA-202626;R-HSA-201472;R-HSA-201445;R-HSA-201476;R-HSA-201423;R-HSA-201422;R-HSA-201453;R-HSA-202604;R-HSA-201810;R-HSA-201457;R-HSA-201425;R-HSA-201648;R-HSA-201821
R-HSA-8851708,Signaling by FGFR2 IIIa TM,13,25,0.002066116,0.78922702,0.996863647,2,2,2.06E-04,48887,Homo sapiens,NCBP1;POLR2A;NCBP2;POLR2C;POLR2E;POLR2H;FGF1;FGF2;FGFR2,,R-HSA-8851710;R-HSA-8853320
R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,9,18,0.001487603,0.796291789,0.996863647,6,6,6.19E-04,48887,Homo sapiens,PPP3CB;AHCYL1;WDR92;ITPR1;NFATC3;ITPR2;NFATC2;CALM3;CALM1,,R-HSA-169683;R-HSA-74448;R-HSA-2730872;R-HSA-169680;R-HSA-2730849;R-HSA-2730867
R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,9,18,0.001487603,0.796291789,0.996863647,6,7,7.22E-04,48887,Homo sapiens,TP53BP2;TNFRSF10B;TNFRSF10A;TP53;TP73;TNFRSF10D,,R-HSA-6799815;R-HSA-5633414;R-HSA-5633441;R-HSA-6800001;R-HSA-6800044;R-HSA-6800042
R-HSA-5625900,RHO GTPases activate CIT,10,20,0.001652893,0.805596309,0.996863647,5,5,5.16E-04,48887,Homo sapiens,KIF14;MLC1;NEB;MYL6B;RHOC;RHOA;RHOB;CIT;CDC42;PRC1;RAC2;MYH9;RAC3,,R-HSA-5671972;R-HSA-5671970;R-HSA-5625901;R-HSA-5671919;R-HSA-5671993
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,19,36,0.002975207,0.807402444,0.996863647,37,39,0.004023522,48887,Homo sapiens,SMAD2;SMAD4;USP15;SMAD3;SMURF1;NEDD4L;MTMR4;CBL;UCHL5;TGFBR1;TGFBR2;SMAD7;PPP1CA;PPP1CB;BAMBI;PMEPA1;EMB;UBA52,,R-HSA-178178;R-HSA-2176417;R-HSA-2176416;R-HSA-2128994;R-HSA-2187368;R-HSA-4332235;R-HSA-173512;R-HSA-2167917;R-HSA-4332236;R-HSA-2187375;R-HSA-178189;R-HSA-170835;R-HSA-2167924;R-HSA-2187382;R-HSA-170843;R-HSA-2176445;R-HSA-170846;R-HSA-170847;R-HSA-170850;R-HSA-178208;R-HSA-173542;R-HSA-2176452;R-HSA-178215;R-HSA-2167876;R-HSA-178218;R-HSA-2187401;R-HSA-173483;R-HSA-2127562;R-HSA-2187405;R-HSA-170861;R-HSA-170868;R-HSA-2169046;R-HSA-2187355;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-2187358
R-HSA-2028269,Signaling by Hippo,11,22,0.001818182,0.814341691,0.996863647,28,30,0.003095017,48887,Homo sapiens,MOB1B;LATS2;WWC1;DVL2;AMOTL2;AMOTL1;STK4;TAZ;TJP2;AMOT;SAV1,,R-HSA-2028635;R-HSA-2028697;R-HSA-2064406;R-HSA-2059926;R-HSA-2028692;R-HSA-2028629;R-HSA-2028626;R-HSA-2028555;R-HSA-2028679;R-HSA-2028675;R-HSA-2028673;R-HSA-2032768;R-HSA-2028670;R-HSA-2028735;R-HSA-2038398;R-HSA-2028284;R-HSA-2066299;R-HSA-2028598;R-HSA-2028724;R-HSA-2028661;R-HSA-2028591;R-HSA-2028589;R-HSA-2028651;R-HSA-2060328;R-HSA-2028583;R-HSA-2064421;R-HSA-2064418;R-HSA-2064417
R-HSA-111461,Cytochrome c-mediated apoptotic response,3,7,5.79E-04,0.815714712,0.996863647,5,5,5.16E-04,48887,Homo sapiens,CASP9;APAF1;CYCS,,R-HSA-114256;R-HSA-114259;R-HSA-114261;R-HSA-114252;R-HSA-114254
R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,3,7,5.79E-04,0.815714712,0.996863647,4,4,4.13E-04,48887,Homo sapiens,CREB1;CAMK4;CALM3;CALM1,,R-HSA-111913;R-HSA-111915;R-HSA-112282;R-HSA-111916
R-HSA-165158,Activation of AKT2,3,7,5.79E-04,0.815714712,0.996863647,3,3,3.10E-04,48887,Homo sapiens,PDPK1;AKT2;THEM4;PDK1,,R-HSA-109701;R-HSA-109700;R-HSA-109702
R-HSA-174577,Activation of C3 and C5,3,7,5.79E-04,0.815714712,0.996863647,3,3,3.10E-04,48887,Homo sapiens,CFP;C2,,R-HSA-173680;R-HSA-166817;R-HSA-173636
R-HSA-111459,Activation of caspases through apoptosome-mediated cleavage,3,7,5.79E-04,0.815714712,0.996863647,2,2,2.06E-04,48887,Homo sapiens,CASP9;APAF1;CYCS,,R-HSA-114261;R-HSA-114252
R-HSA-190374,FGFR1c and Klotho ligand binding and activation,3,7,5.79E-04,0.815714712,0.996863647,2,2,2.06E-04,48887,Homo sapiens,KL;FGFR1,,R-HSA-191062;R-HSA-190268
R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,3,7,5.79E-04,0.815714712,0.996863647,2,4,4.13E-04,48887,Homo sapiens,NOTCH1;HNF1B;RBPJ,,R-HSA-210834;R-HSA-210824
R-HSA-111471,Apoptotic factor-mediated response,4,9,7.44E-04,0.816467725,0.996863647,11,11,0.00113484,48887,Homo sapiens,CASP9;APAF1;XIAP;CYCS,,R-HSA-114256;R-HSA-114419;R-HSA-114259;R-HSA-114306;R-HSA-114354;R-HSA-114261;R-HSA-114361;R-HSA-114392;R-HSA-114440;R-HSA-114252;R-HSA-114254
R-HSA-1606341,IRF3 mediated activation of type 1 IFN,4,9,7.44E-04,0.816467725,0.996863647,5,5,5.16E-04,48887,Homo sapiens,PAN2;ZBP1;IRF3;DTX4,,R-HSA-1606345;R-HSA-2032396;R-HSA-1606324;R-HSA-2395992;R-HSA-1606327
