Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8849932,SALM protein interactions at the synapses,1,23,0.001900826,0.880596127,0.880596127,1,8,8.25E-04,48887,Homo sapiens,PTPRD,,R-HSA-8855648
R-HSA-3928664,Ephrin signaling,1,23,0.001900826,0.880596127,0.880596127,1,11,0.00113484,48887,Homo sapiens,SDCBP,,R-HSA-4093329
R-HSA-162594,Early Phase of HIV Life Cycle,1,23,0.001900826,0.880596127,0.880596127,1,37,0.003817188,48887,Homo sapiens,KPNA1,,R-HSA-162590
R-HSA-5696394,DNA Damage Recognition in GG-NER,2,40,0.003305785,0.883526749,0.883526749,5,5,5.16E-04,48887,Homo sapiens,COPS7B;RAD23B,,R-HSA-6782943;R-HSA-5691006;R-HSA-5696655;R-HSA-5691004;R-HSA-5696664
R-HSA-390522,Striated Muscle Contraction,2,40,0.003305785,0.883526749,0.883526749,4,4,4.13E-04,48887,Homo sapiens,TMOD3;VIM,,R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595
R-HSA-2022928,HS-GAG biosynthesis,2,40,0.003305785,0.883526749,0.883526749,4,14,0.001444341,48887,Homo sapiens,GLCE;NDST4,,R-HSA-2022860;R-HSA-2022887;R-HSA-2024100;R-HSA-2076371
R-HSA-2990846,SUMOylation,7,111,0.009173554,0.885785255,0.885785255,12,55,0.005674198,48887,Homo sapiens,PCNA;CBX2;TOM1;SAE1;TP53;AURKB;BAP1,,R-HSA-4615910;R-HSA-2993790;R-HSA-2993769;R-HSA-2993784;R-HSA-4570499;R-HSA-2997706;R-HSA-2993781;R-HSA-4551724;R-HSA-2993780;R-HSA-4570463;R-HSA-4655355;R-HSA-2990833
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,10,151,0.012479339,0.889197238,0.889197238,9,69,0.007118539,48887,Homo sapiens,SLC12A2;SLC4A7;SLC7A5;SLC38A1;SLC12A4;SLC4A10;SLC7A11;SLC38A2;SLC12A7;SLC38A5,,R-HSA-426086;R-HSA-352119;R-HSA-352182;R-HSA-378513;R-HSA-352108;R-HSA-426155;R-HSA-425483;R-HSA-352232;R-HSA-425577
R-HSA-5339562,Uptake and actions of bacterial toxins,3,56,0.004628099,0.889481532,0.889481532,3,64,0.006602703,48887,Homo sapiens,MAP2K3;HSP90AA1;EEF2,,R-HSA-5336421;R-HSA-5336420;R-HSA-5211400
R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,1,24,0.001983471,0.891144866,0.891144866,2,3,3.10E-04,48887,Homo sapiens,MAPK8,,R-HSA-168162;R-HSA-450348
R-HSA-156587,Amino Acid conjugation,1,24,0.001983471,0.891144866,0.891144866,2,6,6.19E-04,48887,Homo sapiens,CAT,,R-HSA-159574;R-HSA-159566
R-HSA-159424,Conjugation of carboxylic acids,1,24,0.001983471,0.891144866,0.891144866,2,6,6.19E-04,48887,Homo sapiens,CAT,,R-HSA-159574;R-HSA-159566
R-HSA-2142845,Hyaluronan metabolism,1,24,0.001983471,0.891144866,0.891144866,3,12,0.001238007,48887,Homo sapiens,CD44,,R-HSA-2160915;R-HSA-2160884;R-HSA-2160892
R-HSA-210745,Regulation of gene expression in beta cells,1,24,0.001983471,0.891144866,0.891144866,1,12,0.001238007,48887,Homo sapiens,NEUROD1,,R-HSA-211346
R-HSA-901042,Calnexin/calreticulin cycle,2,41,0.00338843,0.891733235,0.891733235,2,13,0.001341174,48887,Homo sapiens,DHX33;MARCH6,,R-HSA-1022127;R-HSA-8867288
R-HSA-75105,Fatty Acyl-CoA Biosynthesis,6,99,0.008181818,0.893466472,0.893466472,5,28,0.002888683,48887,Homo sapiens,SCD;ELOVL5;SCD5;THEM4;ACSL4,,R-HSA-5690565;R-HSA-548843;R-HSA-5690066;R-HSA-548800;R-HSA-8847579
R-HSA-6799198,Complex I biogenesis,3,57,0.004710744,0.896295102,0.896295102,6,13,0.001341174,48887,Homo sapiens,NDUFA12;NDUFV3;NDUFAF1,,R-HSA-6800870;R-HSA-6799202;R-HSA-6799199;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179
R-HSA-5693571,Nonhomologous End-Joining (NHEJ),3,57,0.004710744,0.896295102,0.896295102,4,13,0.001341174,48887,Homo sapiens,TOM1;MRE11A;ATM,,R-HSA-5686900;R-HSA-5686704;R-HSA-5693599;R-HSA-5686685
R-HSA-5685942,HDR through Homologous Recombination (HRR),4,72,0.005950413,0.898539069,0.898539069,12,19,0.001960177,48887,Homo sapiens,PCNA;MRE11A;RPA2;ATM,,R-HSA-5693620;R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5685838;R-HSA-5685341;R-HSA-5686410;R-HSA-5686440;R-HSA-5693593;R-HSA-5693561
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,6,100,0.008264463,0.898614539,0.898614539,3,41,0.004229857,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;RPN2;PSMD2;PSME4,,R-HSA-5607731;R-HSA-5668481;R-HSA-5668520
R-HSA-1482839,Acyl chain remodelling of PE,2,42,0.003471074,0.899399725,0.899399725,3,9,9.29E-04,48887,Homo sapiens,PLA2G12A;PLA2G4A,,R-HSA-1482884;R-HSA-1602398;R-HSA-1482828
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),2,42,0.003471074,0.899399725,0.899399725,10,53,0.005467863,48887,Homo sapiens,SERPINE2;SERPINC1,,R-HSA-158419;R-HSA-140870;R-HSA-140806;R-HSA-5602080;R-HSA-140599;R-HSA-140791;R-HSA-140696;R-HSA-140872;R-HSA-140840;R-HSA-158137
R-HSA-5419276,Mitochondrial translation termination,7,114,0.009421488,0.900664387,0.900664387,5,5,5.16E-04,48887,Homo sapiens,MRPS27;MRPL28;MRPL45;MRPS5,,R-HSA-5419264;R-HSA-5419281;R-HSA-5419271;R-HSA-5419273;R-HSA-5419277
R-HSA-5389840,Mitochondrial translation elongation,7,114,0.009421488,0.900664387,0.900664387,5,8,8.25E-04,48887,Homo sapiens,MRPS27;MRPL28;MRPL45;MRPS5,,R-HSA-5389842;R-HSA-5389857;R-HSA-5389848;R-HSA-5419279;R-HSA-5419261
R-HSA-202733,Cell surface interactions at the vascular wall,7,114,0.009421488,0.900664387,0.900664387,8,55,0.005674198,48887,Homo sapiens,SLC7A5;SHC1;GRB2;ITGA6;ITGA5;SLC7A11;CD44,,R-HSA-202723;R-HSA-204434;R-HSA-210977;R-HSA-204871;R-HSA-2870221;R-HSA-210974;R-HSA-204861;R-HSA-375131
R-HSA-5620916,VxPx cargo-targeting to cilium,1,25,0.002066116,0.900762437,0.900762437,2,10,0.001031672,48887,Homo sapiens,EXOC2,,R-HSA-5623524;R-HSA-5623527
R-HSA-2022870,Chondroitin sulfate biosynthesis,1,25,0.002066116,0.900762437,0.900762437,1,7,7.22E-04,48887,Homo sapiens,CHST15,,R-HSA-2018659
R-HSA-203765,eNOS activation and regulation,3,58,0.004793388,0.902728526,0.902728526,11,38,0.003920355,48887,Homo sapiens,HSP90AA1;DDAH1;WASL,,R-HSA-1497796;R-HSA-202129;R-HSA-202144;R-HSA-1497810;R-HSA-203625;R-HSA-202137;R-HSA-5693373;R-HSA-202111;R-HSA-202127;R-HSA-203565;R-HSA-1497784
R-HSA-202131,Metabolism of nitric oxide,3,58,0.004793388,0.902728526,0.902728526,11,38,0.003920355,48887,Homo sapiens,HSP90AA1;DDAH1;WASL,,R-HSA-1497796;R-HSA-202129;R-HSA-202144;R-HSA-1497810;R-HSA-203625;R-HSA-202137;R-HSA-5693373;R-HSA-202111;R-HSA-202127;R-HSA-203565;R-HSA-1497784
R-HSA-5617833,Assembly of the primary cilium,14,207,0.017107438,0.907572278,0.907572278,18,50,0.005158362,48887,Homo sapiens,IQCB1;YWHAE;TUBA1B;HSP90AA1;TUBB3;NDE1;DLC1;CEP72;PCNT;TUBB4B;DYNLL2;EXOC2,,R-HSA-5624949;R-HSA-5626228;R-HSA-5625424;R-HSA-5626227;R-HSA-5625426;R-HSA-5626681;R-HSA-5624952;R-HSA-5617816;R-HSA-5618328;R-HSA-5618331;R-HSA-5638009;R-HSA-5623524;R-HSA-5623527;R-HSA-5625421;R-HSA-5626220;R-HSA-5626223;R-HSA-5625416;R-HSA-5626699
R-HSA-3371571,HSF1-dependent transactivation,3,59,0.004876033,0.908799291,0.908799291,5,8,8.25E-04,48887,Homo sapiens,DNAJB1;HSP90AA1,,R-HSA-3371554;R-HSA-5324617;R-HSA-5082356;R-HSA-5082369;R-HSA-5082384
R-HSA-73884,Base Excision Repair,3,59,0.004876033,0.908799291,0.908799291,15,86,0.008872382,48887,Homo sapiens,PCNA;RPA2;LIG3,,R-HSA-110368;R-HSA-110371;R-HSA-5649726;R-HSA-110376;R-HSA-5649724;R-HSA-73931;R-HSA-5651805;R-HSA-5649723;R-HSA-110380;R-HSA-73932;R-HSA-5649734;R-HSA-5651809;R-HSA-110363;R-HSA-110364;R-HSA-5649705
R-HSA-166208,mTORC1-mediated signalling,1,26,0.00214876,0.909530968,0.909530968,2,7,7.22E-04,48887,Homo sapiens,YWHAB,,R-HSA-165718;R-HSA-165692
R-HSA-5652084,Fructose metabolism,1,26,0.00214876,0.909530968,0.909530968,1,7,7.22E-04,48887,Homo sapiens,SORD,,R-HSA-5652195
R-HSA-389357,CD28 dependent PI3K/Akt signaling,1,26,0.00214876,0.909530968,0.909530968,1,9,9.29E-04,48887,Homo sapiens,THEM4,,R-HSA-198640
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,1,26,0.00214876,0.909530968,0.909530968,1,17,0.001753843,48887,Homo sapiens,ANPEP,,R-HSA-2022393
R-HSA-913709,O-linked glycosylation of mucins,4,74,0.006115702,0.909674408,0.909674408,2,17,0.001753843,48887,Homo sapiens,GALNT7;GALNT1;B4GALT5,,R-HSA-913675;R-HSA-1964501
R-HSA-5693538,Homology Directed Repair,8,130,0.010743802,0.911706867,0.911706867,41,50,0.005158362,48887,Homo sapiens,CCNA2;PCNA;TOM1;ABL1;MRE11A;RPA2;LIG3;ATM,,R-HSA-5684887;R-HSA-5684052;R-HSA-5693589;R-HSA-5684882;R-HSA-5685011;R-HSA-5686483;R-HSA-5693584;R-HSA-5685341;R-HSA-5687640;R-HSA-5693593;R-HSA-5686469;R-HSA-5684096;R-HSA-5686657;R-HSA-5685838;R-HSA-5687758;R-HSA-5693580;R-HSA-5684108;R-HSA-5686410;R-HSA-5684875;R-HSA-5693620;R-HSA-5686642;R-HSA-5687664;R-HSA-5684081;R-HSA-5693564;R-HSA-5687484;R-HSA-5686587;R-HSA-5687675;R-HSA-5687673;R-HSA-5693561;R-HSA-5693542;R-HSA-5684071;R-HSA-5685156;R-HSA-5687653;R-HSA-5693539;R-HSA-5685985;R-HSA-5684140;R-HSA-5685994;R-HSA-5687464;R-HSA-5693608;R-HSA-5686440;R-HSA-5687465
R-HSA-422356,Regulation of insulin secretion,6,103,0.008512397,0.912797349,0.912797349,11,37,0.003817188,48887,Homo sapiens,RAP1B;GNG2;GNG5;PRKAR1A;GNB5;GNAI2,,R-HSA-400037;R-HSA-422320;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-400063;R-HSA-400092;R-HSA-265166;R-HSA-381727;R-HSA-381707;R-HSA-381706
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,6,103,0.008512397,0.912797349,0.912797349,6,46,0.004745693,48887,Homo sapiens,PCNA;CBX2;TOM1;TP53;AURKB;BAP1,,R-HSA-4615910;R-HSA-4570499;R-HSA-2997706;R-HSA-4551724;R-HSA-4570463;R-HSA-4655355
R-HSA-1989781,PPARA activates gene expression,11,170,0.014049587,0.913062533,0.913062533,6,42,0.004333024,48887,Homo sapiens,ESRRA;YAP1;CDK19;GLIPR1;TRAM1;MED13;PEX11A;NCOA3;PPARGC1B;MED29,,R-HSA-560473;R-HSA-1989772;R-HSA-1592238;R-HSA-1989753;R-HSA-1989766;R-HSA-560517
R-HSA-5693607,Processing of DNA double-strand break ends,5,90,0.007438017,0.917493091,0.917493091,16,17,0.001753843,48887,Homo sapiens,CCNA2;TOM1;MRE11A;RPA2;ATM,,R-HSA-5684887;R-HSA-5684052;R-HSA-5684882;R-HSA-5685011;R-HSA-5684081;R-HSA-5693542;R-HSA-5684071;R-HSA-5685156;R-HSA-5684096;R-HSA-5685985;R-HSA-5687758;R-HSA-5684108;R-HSA-5684140;R-HSA-5685994;R-HSA-5684875;R-HSA-5693608
R-HSA-5627123,RHO GTPases activate PAKs,1,27,0.002231405,0.917525353,0.917525353,2,13,0.001341174,48887,Homo sapiens,PPP1R12A,,R-HSA-5668947;R-HSA-419232
R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,1,27,0.002231405,0.917525353,0.917525353,1,7,7.22E-04,48887,Homo sapiens,FUCA1,,R-HSA-5693807
R-HSA-1474228,Degradation of the extracellular matrix,9,145,0.011983471,0.917879736,0.917879736,33,100,0.010316723,48887,Homo sapiens,CAST;CTSL1;MMP7;CDH1;CASP3;CAPN2;ADAM9;CD44;FBN1,,R-HSA-1604763;R-HSA-4086205;R-HSA-3791295;R-HSA-1604690;R-HSA-3827958;R-HSA-2534248;R-HSA-4224014;R-HSA-1454791;R-HSA-1566981;R-HSA-2534260;R-HSA-3791149;R-HSA-1566979;R-HSA-8848658;R-HSA-2534206;R-HSA-3814820;R-HSA-1604359;R-HSA-2471621;R-HSA-2514823;R-HSA-2168960;R-HSA-1566962;R-HSA-2514831;R-HSA-1454781;R-HSA-1592436;R-HSA-1454843;R-HSA-1604712;R-HSA-1592297;R-HSA-1592362;R-HSA-2514772;R-HSA-1454757;R-HSA-2533970;R-HSA-1564142;R-HSA-2485148;R-HSA-2168923
R-HSA-983705,Signaling by the B Cell Receptor (BCR),28,385,0.031818182,0.918984947,0.918984947,22,64,0.006602703,48887,Homo sapiens,CDKN1B;PSMD11;RPN2;SHC1;IRS1;PTEN;PIK3CD;MALT1;EGFR;RASGRP3;PSMD9;PSMD7;PPP2R1B;PSMD2;MAPK1;THEM4;GAB1;FRS2;PPP2R5C;AGO3;PSME4;AGO2;GRB2;TNRC6A;TNRC6B,,R-HSA-8857925;R-HSA-2318752;R-HSA-199456;R-HSA-2076220;R-HSA-1168374;R-HSA-2045911;R-HSA-1112666;R-HSA-1168637;R-HSA-1168636;R-HSA-1168641;R-HSA-199443;R-HSA-2316434;R-HSA-1168640;R-HSA-2321904;R-HSA-198640;R-HSA-1168644;R-HSA-198613;R-HSA-983704;R-HSA-6811472;R-HSA-6811504;R-HSA-983703;R-HSA-6811454
R-HSA-1483191,Synthesis of PC,2,45,0.003719008,0.919465787,0.919465787,2,11,0.00113484,48887,Homo sapiens,EPT1,,R-HSA-1482961;R-HSA-1482973
R-HSA-157579,Telomere Maintenance,4,76,0.006280992,0.919709971,0.919709971,16,23,0.002372846,48887,Homo sapiens,PCNA;H2AFZ;PRIM1;RPA2,,R-HSA-174438;R-HSA-174439;R-HSA-181450;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-174451;R-HSA-174448;R-HSA-174452;R-HSA-174427;R-HSA-174456;R-HSA-174425;R-HSA-176702;R-HSA-176700
R-HSA-400206,Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha),11,173,0.014297521,0.923061237,0.923061237,6,45,0.004642526,48887,Homo sapiens,ESRRA;YAP1;CDK19;GLIPR1;TRAM1;MED13;PEX11A;NCOA3;PPARGC1B;MED29,,R-HSA-560473;R-HSA-1989772;R-HSA-1592238;R-HSA-1989753;R-HSA-1989766;R-HSA-560517
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,1,28,0.00231405,0.924813883,0.924813883,2,5,5.16E-04,48887,Homo sapiens,LIN7C,,R-HSA-5336443;R-HSA-380574
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,1,28,0.00231405,0.924813883,0.924813883,1,4,4.13E-04,48887,Homo sapiens,HMGB1,,R-HSA-168166
R-HSA-977443,GABA receptor activation,3,62,0.005123967,0.925003786,0.925003786,6,9,9.29E-04,48887,Homo sapiens,GNG2;GNG5;GNAI2,,R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-392206;R-HSA-170686;R-HSA-170671
R-HSA-917937,Iron uptake and transport,3,62,0.005123967,0.925003786,0.925003786,7,24,0.002476014,48887,Homo sapiens,TFRC;ATP6V1B2;ATP6V1C1,,R-HSA-917839;R-HSA-917807;R-HSA-917835;R-HSA-5252133;R-HSA-917814;R-HSA-917987;R-HSA-917841
R-HSA-202403,TCR signaling,9,148,0.012231405,0.928117813,0.928117813,9,52,0.005364696,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;RPN2;PSMD2;UBE2D3;PSME4;PTEN;MALT1,,R-HSA-202371;R-HSA-5607728;R-HSA-202534;R-HSA-202453;R-HSA-202500;R-HSA-5607724;R-HSA-202472;R-HSA-202478;R-HSA-202510
R-HSA-379724,tRNA Aminoacylation,6,107,0.008842975,0.929007115,0.929007115,6,42,0.004333024,48887,Homo sapiens,RARS2;CARS;PPA1;SARS;DARS2,,R-HSA-380229;R-HSA-71732;R-HSA-380224;R-HSA-449937;R-HSA-379887;R-HSA-379992
R-HSA-212718,EGFR interacts with phospholipase C-gamma,2,47,0.003884298,0.930682039,0.930682039,4,20,0.002063345,48887,Homo sapiens,PRKAR1A;EGFR,,R-HSA-212706;R-HSA-111925;R-HSA-212710;R-HSA-212713
R-HSA-1855167,Synthesis of pyrophosphates in the cytosol,1,29,0.002396694,0.931458829,0.931458829,5,15,0.001547509,48887,Homo sapiens,IP6K3,,R-HSA-1855193;R-HSA-1855194;R-HSA-1855227;R-HSA-1855158;R-HSA-1855223
R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,1,29,0.002396694,0.931458829,0.931458829,2,9,9.29E-04,48887,Homo sapiens,VAC14,,R-HSA-1676168;R-HSA-1676174
R-HSA-5621575,CD209 (DC-SIGN) signaling,1,29,0.002396694,0.931458829,0.931458829,1,11,0.00113484,48887,Homo sapiens,RPS6KA5,,R-HSA-5624473
R-HSA-1500620,Meiosis,5,94,0.007768595,0.933863838,0.933863838,7,14,0.001444341,48887,Homo sapiens,H2AFZ;MRE11A;RPA2;ATM;MLH1,,R-HSA-912397;R-HSA-912429;R-HSA-912408;R-HSA-912458;R-HSA-912503;R-HSA-912496;R-HSA-1214188
R-HSA-4615885,SUMOylation of DNA replication proteins,2,48,0.003966942,0.935719919,0.935719919,2,8,8.25E-04,48887,Homo sapiens,PCNA;AURKB,,R-HSA-4615910;R-HSA-4655355
R-HSA-5357956,TNFR1-induced NFkappaB signaling pathway,1,30,0.002479339,0.937516974,0.937516974,2,5,5.16E-04,48887,Homo sapiens,USP4,,R-HSA-5357776;R-HSA-5357860
R-HSA-420029,Tight junction interactions,1,30,0.002479339,0.937516974,0.937516974,1,3,3.10E-04,48887,Homo sapiens,MPP5,,R-HSA-420661
R-HSA-977606,Regulation of Complement cascade,1,30,0.002479339,0.937516974,0.937516974,10,32,0.003301351,48887,Homo sapiens,PLA2G12A,,R-HSA-977359;R-HSA-977615;R-HSA-976810;R-HSA-981658;R-HSA-977371;R-HSA-976743;R-HSA-981637;R-HSA-977602;R-HSA-3266557;R-HSA-976801
R-HSA-71336,Pentose phosphate pathway (hexose monophosphate shunt),1,30,0.002479339,0.937516974,0.937516974,1,15,0.001547509,48887,Homo sapiens,PGM3;PGM1,,R-HSA-6787329
R-HSA-5693567,HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA),7,124,0.010247934,0.938913525,0.938913525,33,42,0.004333024,48887,Homo sapiens,CCNA2;PCNA;TOM1;ABL1;MRE11A;RPA2;ATM,,R-HSA-5684887;R-HSA-5684052;R-HSA-5693589;R-HSA-5684882;R-HSA-5685011;R-HSA-5686483;R-HSA-5693584;R-HSA-5685341;R-HSA-5693593;R-HSA-5686469;R-HSA-5684096;R-HSA-5686657;R-HSA-5685838;R-HSA-5687758;R-HSA-5693580;R-HSA-5684108;R-HSA-5686410;R-HSA-5684875;R-HSA-5693620;R-HSA-5686642;R-HSA-5684081;R-HSA-5693564;R-HSA-5686587;R-HSA-5693561;R-HSA-5693542;R-HSA-5684071;R-HSA-5685156;R-HSA-5693539;R-HSA-5685985;R-HSA-5684140;R-HSA-5685994;R-HSA-5693608;R-HSA-5686440
R-HSA-3214847,HATs acetylate histones,6,110,0.009090909,0.939360005,0.939360005,5,15,0.001547509,48887,Homo sapiens,KANSL1;TRRAP;MSL2;MSL3;JADE3;OGT,,R-HSA-3321975;R-HSA-3301237;R-HSA-3321883;R-HSA-3321805;R-HSA-3318413
R-HSA-156588,Glucuronidation,2,49,0.004049587,0.940409331,0.940409331,2,8,8.25E-04,48887,Homo sapiens,UGDH;SLC35D1,,R-HSA-174368;R-HSA-173597
R-HSA-4570464,SUMOylation of RNA binding proteins,2,49,0.004049587,0.940409331,0.940409331,1,4,4.13E-04,48887,Homo sapiens,CBX2;BAP1,,R-HSA-4570499
R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,2,49,0.004049587,0.940409331,0.940409331,2,17,0.001753843,48887,Homo sapiens,B4GALT1;B4GALT7,,R-HSA-3656230;R-HSA-3560804
R-HSA-1839126,FGFR2 mutant receptor activation,2,49,0.004049587,0.940409331,0.940409331,1,18,0.00185701,48887,Homo sapiens,POLR2B;POLR2C,,R-HSA-8851710
R-HSA-5686938,Regulation of TLR by endogenous ligand,1,31,0.002561983,0.943040094,0.943040094,4,12,0.001238007,48887,Homo sapiens,HMGB1,,R-HSA-6804100;R-HSA-6804099;R-HSA-6805981;R-HSA-5432825
R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,1,31,0.002561983,0.943040094,0.943040094,1,4,4.13E-04,48887,Homo sapiens,B4GALT7,,R-HSA-1889981
R-HSA-3296469,Defects in cobalamin (B12) metabolism,1,31,0.002561983,0.943040094,0.943040094,3,16,0.001650676,48887,Homo sapiens,MTR,,R-HSA-3318563;R-HSA-3321918;R-HSA-3322140
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,1,31,0.002561983,0.943040094,0.943040094,1,8,8.25E-04,48887,Homo sapiens,SLC38A2,,R-HSA-212642
R-HSA-3214842,HDMs demethylate histones,1,31,0.002561983,0.943040094,0.943040094,2,17,0.001753843,48887,Homo sapiens,KDM3A,,R-HSA-4724284;R-HSA-5661115
R-HSA-1474165,Reproduction,1,31,0.002561983,0.943040094,0.943040094,1,9,9.29E-04,48887,Homo sapiens,B4GALT1,,R-HSA-1297338
R-HSA-1187000,Fertilization,1,31,0.002561983,0.943040094,0.943040094,1,9,9.29E-04,48887,Homo sapiens,B4GALT1,,R-HSA-1297338
R-HSA-163560,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis,1,31,0.002561983,0.943040094,0.943040094,1,13,0.001341174,48887,Homo sapiens,PPP1CC,,R-HSA-163568
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,4,82,0.00677686,0.944088406,0.944088406,4,33,0.003404519,48887,Homo sapiens,GCLC;SLC35D1;FDX1;CYP1B1,,R-HSA-5603297;R-HSA-5580269;R-HSA-5602892;R-HSA-5605147
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,41,557,0.046033058,0.944562591,0.944562591,83,133,0.013721242,48887,Homo sapiens,CDKN1B;PSMD11;RPN2;YWHAB;SHC1;IRS1;UBE2D3;PTEN;PIK3CD;MALT1;EGFR;RASGRP3;RAP1B;PSMD9;PPP3CA;MAPK8;PPP3CB;PPP3R1;PSMD7;PPP2R1B;PSMD2;MAPK1;THEM4;JAK1;JUN;GAB1;FRS2;PPP2R5C;VAV2;KBTBD6;AGO3;PSME4;AGO2;GRB2;TNRC6A;TNRC6B,,R-HSA-2318752;R-HSA-199443;R-HSA-5675206;R-HSA-2396599;R-HSA-450325;R-HSA-6811504;R-HSA-2396606;R-HSA-2730889;R-HSA-5672950;R-HSA-2730888;R-HSA-5672951;R-HSA-199456;R-HSA-2730892;R-HSA-202534;R-HSA-5675376;R-HSA-5672958;R-HSA-5674366;R-HSA-450348;R-HSA-5672957;R-HSA-2730885;R-HSA-5672954;R-HSA-2730886;R-HSA-2316434;R-HSA-2730904;R-HSA-2396561;R-HSA-6811472;R-HSA-2424477;R-HSA-2730899;R-HSA-5675373;R-HSA-2730900;R-HSA-2730903;R-HSA-2730856;R-HSA-5672980;R-HSA-5674132;R-HSA-8857925;R-HSA-2730858;R-HSA-5672978;R-HSA-2730861;R-HSA-5674130;R-HSA-2730860;R-HSA-5674387;R-HSA-5674385;R-HSA-2730849;R-HSA-2730848;R-HSA-2730851;R-HSA-168136;R-HSA-5675417;R-HSA-5672966;R-HSA-2730872;R-HSA-5672965;R-HSA-2321904;R-HSA-5674373;R-HSA-2730876;R-HSA-198613;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-2730864;R-HSA-6811454;R-HSA-5672972;R-HSA-2730867;R-HSA-5672973;R-HSA-5672969;R-HSA-2730870;R-HSA-168162;R-HSA-5607728;R-HSA-5658430;R-HSA-5675198;R-HSA-5675194;R-HSA-5658424;R-HSA-2730841;R-HSA-2730840;R-HSA-5675431;R-HSA-450292;R-HSA-2730842;R-HSA-198640;R-HSA-2730844;R-HSA-2730847;R-HSA-2730833;R-HSA-5607724;R-HSA-2730837;R-HSA-2730836;R-HSA-5675433
R-HSA-3000480,Scavenging by Class A Receptors,2,50,0.004132231,0.944772487,0.944772487,4,10,0.001031672,48887,Homo sapiens,COLEC12;HSP90B1,,R-HSA-2173778;R-HSA-2507854;R-HSA-2187261;R-HSA-2981040
R-HSA-75893,TNF signaling,2,50,0.004132231,0.944772487,0.944772487,6,29,0.00299185,48887,Homo sapiens,BAG4;USP4,,R-HSA-140978;R-HSA-5357776;R-HSA-5357845;R-HSA-5357860;R-HSA-3371353;R-HSA-83660
R-HSA-611105,Respiratory electron transport,6,112,0.009256198,0.94549318,0.94549318,9,19,0.001960177,48887,Homo sapiens,NDUFA12;UQCRQ;CYCS;NDUFV3;NDUFAF1;COX6B1,,R-HSA-6800870;R-HSA-163217;R-HSA-6799202;R-HSA-6799199;R-HSA-164651;R-HSA-6799197;R-HSA-6799196;R-HSA-163214;R-HSA-6799179
R-HSA-1852241,Organelle biogenesis and maintenance,30,424,0.035041322,0.94648803,0.94648803,44,96,0.009904054,48887,Homo sapiens,ESRRA;IQCB1;YWHAE;HSP90AA1;MRPS27;PRKAA2;NDE1;MRPL28;TUBB4B;MRPL45;MAPK14;DYNLL2;MRPS5;TUBA1B;TUBB3;DLC1;CEP72;TFAM;CYCS;PCNT;PPARGC1B;EXOC2,,R-HSA-5389842;R-HSA-5419281;R-HSA-5625424;R-HSA-5368279;R-HSA-5625426;R-HSA-5389848;R-HSA-5389849;R-HSA-5617816;R-HSA-5618328;R-HSA-5618331;R-HSA-5419264;R-HSA-5419271;R-HSA-5625421;R-HSA-5419273;R-HSA-5625416;R-HSA-5419279;R-HSA-5389839;R-HSA-5626699;R-HSA-5419277;R-HSA-5624949;R-HSA-5626228;R-HSA-1592249;R-HSA-2466369;R-HSA-5626227;R-HSA-2466370;R-HSA-5626681;R-HSA-1592244;R-HSA-1605428;R-HSA-5624952;R-HSA-1592245;R-HSA-1592246;R-HSA-5419261;R-HSA-5638009;R-HSA-1592247;R-HSA-1592233;R-HSA-5623524;R-HSA-5623527;R-HSA-2466391;R-HSA-5389857;R-HSA-1592238;R-HSA-5626220;R-HSA-5626223;R-HSA-1592229;R-HSA-1592231
